"id","phe"
1,0.15769667834606
2,-1.14160833163031
3,0.0378484274789388
4,-0.916234134413873
5,1.81474837522284
6,-1.05657915442544
7,1.96451675999523
8,0.389083988388599
9,-0.759073734724098
10,0.774293550979385
11,1.21778128703291
12,-1.07283301416503
13,-0.719505224970172
14,1.5139491601533
15,0.381550330124543
16,0.147865907552197
17,-0.60557595507168
18,0.356995611273827
19,0.710993429705257
20,0.0857695785058181
21,0.929792724586286
22,-0.816290869281713
23,0.866838640206499
24,-0.0594381204479963
25,0.153465325976329
26,0.386786518929672
27,1.36212463418263
28,-1.59649217846303
29,-1.13741664844913
30,-0.316021874527725
31,1.22103517769705
32,0.87201940864477
33,-0.643363742909501
34,-1.67488330752267
35,0.767014226813172
36,0.104045542867203
37,0.221986531750496
38,-1.58828723055634
39,0.296383998886114
40,-1.36712544458284
41,1.54997338815678
42,0.18572260175548
43,-1.43662062808493
44,-0.764220085301104
45,-0.779392505248706
46,0.514820980263914
47,-0.586802059557262
48,-0.430543173790587
49,1.30277055908548
50,1.28943211597359
51,0.583174559474596
52,0.0449252541635674
53,0.630505099122717
54,0.824454725394268
55,0.704462070978136
56,-0.736730810875367
57,1.65353067538148
58,-0.374021726729283
59,0.750914417896165
60,-1.42683020090816
61,-1.29916900016845
62,0.351658867005743
63,-0.615592411471155
64,-0.723015756432984
65,-0.210595597775301
66,-0.675442902260088
67,1.32579553659665
68,0.17739665950524
69,-0.0476671053451164
70,0.127374671475439
71,-0.868960819230613
72,0.175843116241452
73,-1.74866908985561
74,0.0149839005127863
75,-0.0418942024622979
76,-0.703171955261791
77,0.455532685363192
78,2.15562479461456
79,0.517561946723082
80,0.445051289757099
81,-0.2725536371838
82,0.584694360185417
83,0.0533514337194685
84,0.397965313353392
85,-2.24050450650492
86,-0.851693618096165
87,-0.754650533314473
88,0.423618222600783
89,1.39340493846076
90,1.76809506594272
91,0.34114985268425
92,-0.160955943548563
93,0.389082790971555
94,0.819702282509181
95,-1.59802303156136
96,-0.502177319560114
97,-0.518053848401847
98,0.303651943514378
99,-2.73424643520384
100,-0.41788406440698
