"id","set","phe","tbv","jid","spare"
1,1,0.179027319353379,-0.802140300778842,1,0.179027319353379
2,1,-1.120277690623,-1.53634714704525,2,-1.120277690623
3,1,0.0591790684862571,0.78220078853287,3,0.0591790684862571
4,1,-0.894903493406555,-0.183860851291344,4,-0.894903493406555
5,1,1.83607901623016,0.473061063789122,5,1.83607901623016
6,1,-1.03524851341812,-0.338430713663219,6,-1.03524851341812
7,1,1.98584740100254,1.24591037564849,7,1.98584740100254
8,1,0.410414629395917,0.00935147667349826,8,0.410414629395917
9,1,-0.73774309371678,0.0479939422664666,9,-0.73774309371678
10,1,0.795624191986703,0.51170352938209,10,0.795624191986703
11,1,1.23911192804023,0.434418598196153,11,1.23911192804023
12,1,-1.05150237315771,-0.570285507221031,12,-1.05150237315771
13,1,-0.698174583962853,-0.724855369592905,13,-0.698174583962853
14,1,1.53527980116062,0.202563804638341,14,1.53527980116062
15,1,0.402880971131861,-0.183860851291345,15,0.402880971131861
16,1,0.169196548559515,0.0866364078594355,16,0.169196548559515
17,1,-0.584245314064361,-0.763497835185874,17,-0.584245314064361
18,1,0.378326252281145,-0.338430713663219,18,0.378326252281145
19,1,0.732324070712575,0.24120627023131,19,0.732324070712575
20,1,0.107100219513137,0.743558322939902,20,0.107100219513137
21,1,0.951123365593605,0.395776132603184,21,0.951123365593605
22,1,-0.794960228274394,-0.763497835185874,22,-0.794960228274394
23,1,0.888169281213817,0.627630926160996,23,0.888169281213817
24,1,-0.0381074794406787,-0.106575920105407,24,-0.0381074794406787
25,1,0.174795966983649,1.3618377724274,25,0.174795966983649
26,1,0.40811715993699,0.24120627023131,26,0.40811715993699
27,1,1.38345527518995,0.0866364078594356,27,1.38345527518995
28,1,-1.57516153745571,-0.802140300778842,28,-1.57516153745571
29,1,-1.11608600744181,-1.14992249111556,29,-1.11608600744181
30,1,-0.294691233520407,0.550345994975059,30,-0.294691233520407
31,1,1.24236581870437,0.704915857346933,31,1.24236581870437
32,1,0.893350049652088,0.550345994975059,32,0.893350049652088
33,1,-0.622033101902184,-1.3431348190804,33,-0.622033101902184
34,1,-1.65355266651535,-0.724855369592905,34,-1.65355266651535
35,1,0.788344867820491,0.782200788532871,35,0.788344867820491
36,1,0.125376183874521,0.0866364078594356,36,0.125376183874521
37,1,0.243317172757814,-0.145218385698376,37,0.243317172757814
38,1,-1.56695658954902,-0.686212903999936,38,-1.56695658954902
39,1,0.317714639893432,-0.377073179256188,39,0.317714639893432
40,1,-1.34579480357552,-1.14992249111556,40,-1.34579480357552
41,1,1.5713040291641,1.55505010039224,41,1.5713040291641
42,1,0.207053242762797,1.01405558209068,42,0.207053242762797
43,1,-1.41528998707761,-0.338430713663219,43,-1.41528998707761
44,1,-0.742889444293785,-0.608927972813999,44,-0.742889444293785
45,1,-0.758061864241388,0.395776132603184,45,-0.758061864241388
46,1,0.536151621271232,0.318491201417247,46,0.536151621271232
47,1,-0.565471418549947,-1.30449235348743,47,-0.565471418549947
48,1,-0.409212532783268,-0.531643041628062,48,-0.409212532783268
49,1,1.3241012000928,-0.415715644849156,49,1.3241012000928
50,1,1.31076275698091,1.3618377724274,50,1.31076275698091
51,1,0.604505200481914,0.782200788532871,51,0.604505200481914
52,1,0.0662558951708853,-0.338430713663219,52,0.0662558951708853
53,1,0.651835740130036,0.202563804638342,53,0.651835740130036
54,1,0.845785366401586,0.975413116497713,54,0.845785366401586
55,1,0.725792711985454,0.550345994975059,55,0.725792711985454
56,1,-0.715400169868049,0.0866364078594357,56,-0.715400169868049
57,1,1.6748613163888,-0.145218385698376,57,1.6748613163888
58,1,-0.352691085721965,0.00935147667349819,58,-0.352691085721965
59,1,0.772245058903483,0.936770650904745,59,0.772245058903483
60,1,-1.40549955990084,-1.18856495670853,60,-1.40549955990084
61,1,-1.27783835916113,-0.918067697557748,61,-1.27783835916113
62,1,0.372989508013062,0.743558322939902,62,0.372989508013062
63,1,-0.594261770463837,-0.377073179256188,63,-0.594261770463837
64,1,-0.701685115425666,-0.261145782477282,64,-0.701685115425666
65,1,-0.189264956767983,-0.338430713663219,65,-0.189264956767983
66,1,-0.654112261252769,0.163921339045373,66,-0.654112261252769
67,1,1.34712617760397,0.202563804638341,67,1.34712617760397
68,1,0.198727300512558,0.0866364078594355,68,0.198727300512558
69,1,-0.0263364643377973,-0.763497835185874,69,-0.0263364643377973
70,1,0.148705312482756,-0.106575920105408,70,0.148705312482756
71,1,-0.847630178223295,-0.956710163150717,71,-0.847630178223295
72,1,0.19717375724877,0.125278873452404,72,0.19717375724877
73,1,-1.72733844884829,0.279848735824279,73,-1.72733844884829
74,1,0.036314541520105,-0.918067697557747,74,0.036314541520105
75,1,-0.02056356145498,-0.222503316884313,75,-0.02056356145498
76,1,-0.681841314254473,-0.183860851291345,76,-0.681841314254473
77,1,0.47686332637051,-0.338430713663219,77,0.47686332637051
78,1,2.17695543562187,1.47776516920631,78,2.17695543562187
79,1,0.538892587730401,0.163921339045373,79,0.538892587730401
80,1,0.466381930764417,-0.222503316884313,80,0.466381930764417
81,1,-0.251222996176481,0.0479939422664671,81,-0.251222996176481
82,1,0.606025001192736,-0.0679334545124389,82,0.606025001192736
83,1,0.0746820747267867,-0.145218385698376,83,0.0746820747267867
84,1,0.41929595436071,0.78220078853287,84,0.41929595436071
85,1,-2.2191738654976,-1.11128002552259,85,-2.2191738654976
86,1,-0.830362977088847,-0.802140300778843,86,-0.830362977088847
87,1,-0.733319892307155,-0.454358110442125,87,-0.733319892307155
88,1,0.4449488636081,0.588988460568027,88,0.4449488636081
89,1,1.41473557946808,1.09134051327662,89,1.41473557946808
90,1,1.78942570695004,1.59369256598521,90,1.78942570695004
91,1,0.362480493691568,0.975413116497713,91,0.362480493691568
92,1,-0.139625302541245,0.975413116497713,92,-0.139625302541245
93,1,0.410413431978873,0.473061063789122,93,0.410413431978873
94,1,0.841032923516499,0.859485719718807,94,0.841032923516499
95,1,-1.57669239055404,-0.183860851291345,95,-1.57669239055404
96,1,-0.480846678552796,0.357133667010216,96,-0.480846678552796
97,1,-0.496723207394529,-0.0292909889194701,97,-0.496723207394529
98,1,0.324982584521696,0.202563804638341,98,0.324982584521696
99,1,-2.71291579419652,-0.956710163150717,99,-2.71291579419652
100,1,-0.396553423399661,-0.493000576035093,100,-0.396553423399661
101,2,-1.34065767846918,-1.38177728467337,101,-1.34065767846918
102,2,0.457160893107859,-0.338430713663219,102,0.457160893107859
103,2,0.858431217379113,1.01405558209068,103,0.858431217379113
104,2,-1.23388990081969,-0.261145782477282,104,-1.23388990081969
105,2,-0.731396114424663,-0.377073179256187,105,-0.731396114424663
106,2,1.0860674655683,0.202563804638342,106,1.0860674655683
107,2,1.04114302027141,0.588988460568027,107,1.04114302027141
108,2,0.225711253831612,-0.29978824807025,108,0.225711253831612
109,2,-1.11447409844578,-0.377073179256188,109,-1.11447409844578
110,2,0.272844566404589,-0.377073179256188,110,0.272844566404589
111,2,-0.0849621485113596,0.163921339045373,111,-0.0849621485113596
112,2,-0.0929655620036583,-0.106575920105407,112,-0.0929655620036583
113,2,0.190234187039644,0.473061063789121,113,0.190234187039644
114,2,-0.763377979434982,0.163921339045373,114,-0.763377979434982
115,2,-0.700013583842279,-0.724855369592905,115,-0.700013583842279
116,2,-0.647555573410306,0.318491201417247,116,-0.647555573410306
117,2,-1.02450805877479,-0.608927972813999,117,-1.02450805877479
118,2,0.514389098308804,-0.183860851291345,118,0.514389098308804
119,2,-0.750597291043374,-0.0679334545124387,119,-0.750597291043374
120,2,-1.19875947172756,-0.493000576035094,120,-1.19875947172756
121,2,-0.335548401252383,-0.299788248070251,121,-0.335548401252383
122,2,1.15425310705275,0.627630926160996,122,1.15425310705275
123,2,0.550811769683617,-1.07263755992962,123,0.550811769683617
124,2,-0.035551354333465,0.395776132603184,124,-0.035551354333465
125,2,1.50558140510454,0.975413116497713,125,1.50558140510454
126,2,0.666050571270281,0.0866364078594356,126,0.666050571270281
127,2,0.233234154190178,0.318491201417247,127,0.233234154190178
128,2,0.748091092153811,-0.377073179256188,128,0.748091092153811
129,2,-0.571963936606189,-0.183860851291345,129,-0.571963936606189
130,2,0.504570246870744,-0.377073179256188,130,0.504570246870744
131,2,-0.297692604646664,0.125278873452404,131,-0.297692604646664
132,2,-0.0861528450037862,-0.0679334545124388,132,-0.0861528450037862
133,2,0.853720723557702,0.78220078853287,133,0.853720723557702
134,2,-0.393603925293241,-0.261145782477282,134,-0.393603925293241
135,2,-0.380388916737739,0.395776132603184,135,-0.380388916737739
136,2,1.00346845638813,0.627630926160995,136,1.00346845638813
137,2,1.264194161737,-0.454358110442125,137,1.264194161737
138,2,0.335997239016729,-0.145218385698376,138,0.335997239016729
139,2,-1.01484570745243,-0.106575920105407,139,-1.01484570745243
140,2,-1.56409968661634,-0.338430713663219,140,-1.56409968661634
141,2,0.347233980171603,-0.840782766371811,141,0.347233980171603
142,2,0.871440626107237,0.163921339045373,142,0.871440626107237
143,2,-0.867497858111798,-0.377073179256188,143,-0.867497858111798
144,2,-0.460103044744579,-0.763497835185874,144,-0.460103044744579
145,2,0.423076205297845,0.473061063789121,145,0.423076205297845
146,2,-0.161786177043585,0.279848735824278,146,-0.161786177043585
147,2,0.0371189265038211,0.704915857346933,147,0.0371189265038211
148,2,0.513927538841186,0.588988460568027,148,0.513927538841186
149,2,-0.184162771306401,-0.29978824807025,149,-0.184162771306401
150,2,-0.0786114187649058,-0.995352628743686,150,-0.0786114187649058
151,2,1.14734507922691,0.550345994975059,151,1.14734507922691
152,2,-0.123930404393647,0.163921339045373,152,-0.123930404393647
153,2,0.980606032124682,-0.183860851291345,153,0.980606032124682
154,2,-0.408105411529801,-0.0292909889194703,154,-0.408105411529801
155,2,1.67304180997151,0.859485719718807,155,1.67304180997151
156,2,0.278602422103838,0.279848735824278,156,0.278602422103838
157,2,0.0945111542387277,-0.183860851291345,157,0.0945111542387277
158,2,-0.11985593078101,0.24120627023131,158,-0.11985593078101
159,2,-0.550935401573204,0.51170352938209,159,-0.550935401573204
160,2,0.992138912698618,1.63233503157818,160,0.992138912698618
161,2,-0.862295895341868,-0.724855369592905,161,-0.862295895341868
162,2,-0.946373981802275,-0.0679334545124389,162,-0.946373981802275
163,2,0.0535970756553327,-0.183860851291345,163,0.0535970756553327
164,2,0.43228057693308,-0.106575920105407,164,0.43228057693308
165,2,-0.895139281627797,-0.0679334545124388,165,-0.895139281627797
166,2,0.677148915171951,-0.222503316884313,166,0.677148915171951
167,2,-0.960932121847285,-0.338430713663219,167,-0.960932121847285
168,2,0.596306346349483,1.40048023802037,168,0.596306346349483
169,2,0.556873469484701,0.357133667010216,169,0.556873469484701
170,2,0.348804404111644,0.0866364078594355,170,0.348804404111644
171,2,-0.641987154764018,-0.686212903999936,171,-0.641987154764018
172,2,1.98607861092366,1.09134051327662,172,1.98607861092366
173,2,0.427196789951544,1.40048023802037,173,0.427196789951544
174,2,0.355826986322636,0.279848735824278,174,0.355826986322636
175,2,-1.18869091605147,-0.454358110442125,175,-1.18869091605147
176,2,-0.0410005249905496,-0.106575920105407,176,-0.0410005249905496
177,2,0.704972934331201,1.12998297886959,177,0.704972934331201
178,2,0.122601203447695,-0.647570438406968,178,0.122601203447695
179,2,0.354309733334814,0.936770650904745,179,0.354309733334814
180,2,1.67887564235063,1.51640763479927,180,1.67887564235063
181,2,0.124128716439222,-0.415715644849156,181,0.124128716439222
182,2,-0.228671920336664,0.627630926160996,182,-0.228671920336664
183,2,1.55558702650007,1.12998297886959,183,1.55558702650007
184,2,0.11764740500895,0.318491201417247,184,0.11764740500895
185,2,2.15473468732822,0.627630926160996,185,2.15473468732822
186,2,0.87952837767004,0.820843254125839,186,0.87952837767004
187,2,-0.717647836569963,-1.11128002552259,187,-0.717647836569963
188,2,0.180623102389323,-0.840782766371811,188,0.180623102389323
189,2,0.547280194070793,0.473061063789122,189,0.547280194070793
190,2,-0.19084652889792,0.0479939422664668,190,-0.19084652889792
191,2,-1.54622659619211,-1.30449235348743,191,-1.54622659619211
192,2,0.211887266148441,-0.531643041628062,192,0.211887266148441
193,2,1.29290187834251,0.51170352938209,193,1.29290187834251
194,2,0.402424601638003,0.588988460568027,194,0.402424601638003
195,2,0.302005538369141,-0.0292909889194703,195,0.302005538369141
196,2,0.626988781132607,0.163921339045373,196,0.626988781132607
197,2,0.682260785411638,0.820843254125839,197,0.682260785411638
198,2,1.91242715570238,1.09134051327662,198,1.91242715570238
199,2,0.83090413893508,0.743558322939901,199,0.83090413893508
200,2,0.176624734882398,0.125278873452404,200,0.176624734882398
201,3,-0.413318287732111,-0.0292909889194703,201,-0.413318287732111
202,3,-0.748773518756104,0.0479939422664672,202,-0.748773518756104
203,3,-1.29866844529791,-0.724855369592905,203,-1.29866844529791
204,3,-0.814446242500737,-0.338430713663219,204,-0.814446242500737
205,3,-3.15403249311924,-1.26584988789447,205,-3.15403249311924
206,3,-0.342967839798444,0.0479939422664669,206,-0.342967839798444
207,3,-1.77398848703605,-1.11128002552259,207,-1.77398848703605
208,3,-0.195139113242916,0.24120627023131,208,-0.195139113242916
209,3,-1.19228991077919,-0.686212903999937,209,-1.19228991077919
210,3,-0.12586378244942,0.279848735824278,210,-0.12586378244942
211,3,1.43631172277998,1.78690489395005,211,1.43631172277998
212,3,-0.162500042034386,-0.338430713663219,212,-0.162500042034386
213,3,-0.0298767568157914,-0.338430713663219,213,-0.0298767568157914
214,3,-0.355664471834355,-0.145218385698376,214,-0.355664471834355
215,3,1.52012632435226,0.820843254125839,215,1.52012632435226
216,3,-1.69671697640877,-0.87942523196478,216,-1.69671697640877
217,3,0.215650687702178,0.318491201417247,217,0.215650687702178
218,3,2.68413643522105,2.17332954987974,218,2.68413643522105
219,3,-1.30984619650633,-0.0679334545124388,219,-1.30984619650633
220,3,0.254008713505501,0.318491201417247,220,0.254008713505501
221,3,-0.675212647421455,0.666273391753964,221,-0.675212647421455
222,3,0.0853522132092068,0.51170352938209,222,0.0853522132092068
223,3,-2.09802698847469,-0.29978824807025,223,-2.09802698847469
224,3,-0.720873714489871,-0.608927972813999,224,-0.720873714489871
225,3,-1.73303427425821,-1.26584988789447,225,-1.73303427425821
226,3,-0.0829273052158361,-0.261145782477282,226,-0.0829273052158361
227,3,-1.62628014211686,-0.802140300778842,227,-1.62628014211686
228,3,1.06047174822804,1.09134051327662,228,1.06047174822804
229,3,0.0965455041551814,-0.686212903999937,229,0.0965455041551814
230,3,0.0867928205656232,0.550345994975058,230,0.0867928205656232
231,3,1.12371832926652,0.00935147667349851,231,1.12371832926652
232,3,0.0798918311356258,0.704915857346933,232,0.0798918311356258
233,3,0.943047349270601,0.743558322939902,233,0.943047349270601
234,3,0.762423038109809,0.125278873452404,234,0.762423038109809
235,3,-0.0860872643379895,0.00935147667349866,235,-0.0860872643379895
236,3,-0.366055283878407,-0.106575920105408,236,-0.366055283878407
237,3,0.251313869432449,-0.415715644849156,237,0.251313869432449
238,3,-1.34210480392482,-0.493000576035093,238,-1.34210480392482
239,3,1.58369795398178,0.473061063789122,239,1.58369795398178
240,3,0.474827221058195,0.202563804638341,240,0.474827221058195
241,3,0.324671077056979,-0.647570438406968,241,0.324671077056979
242,3,-0.205150981050712,-0.02929098891947,242,-0.205150981050712
243,3,-0.661458791112479,-0.222503316884313,243,-0.661458791112479
244,3,-0.45750602467404,0.24120627023131,244,-0.45750602467404
245,3,0.106316130601555,-0.0679334545124388,245,0.106316130601555
246,3,-0.089763958262867,0.279848735824279,246,-0.089763958262867
247,3,-0.412067107601791,-0.29978824807025,247,-0.412067107601791
248,3,-0.461234402288308,-0.454358110442125,248,-0.461234402288308
249,3,0.445951816475553,0.0866364078594357,249,0.445951816475553
250,3,-1.7465287433328,-0.183860851291345,250,-1.7465287433328
251,3,0.726483082125773,0.163921339045372,251,0.726483082125773
252,3,-1.10851531804965,-0.87942523196478,252,-1.10851531804965
253,3,1.11206474645262,1.59369256598521,253,1.11206474645262
254,3,0.441752298571424,-0.493000576035094,254,0.441752298571424
255,3,0.676127514805952,0.163921339045373,255,0.676127514805952
256,3,-1.02950346763947,-0.377073179256188,256,-1.02950346763947
257,3,-0.47145257913666,-0.415715644849156,257,-0.47145257913666
258,3,0.816392953922153,0.318491201417247,258,0.816392953922153
259,3,1.25568871164444,0.704915857346933,259,1.25568871164444
260,3,-1.05678911676556,-0.29978824807025,260,-1.05678911676556
261,3,0.157171548961756,0.163921339045373,261,0.157171548961756
262,3,-1.05798717063239,-0.879425231964779,262,-1.05798717063239
263,3,0.718275461124206,0.550345994975059,263,0.718275461124206
264,3,0.839129202461235,1.32319530683443,264,0.839129202461235
265,3,1.11029122209129,0.24120627023131,265,1.11029122209129
266,3,1.09524226643507,0.00935147667349836,266,1.09524226643507
267,3,0.00614178026017231,-0.956710163150717,267,0.00614178026017231
268,3,-0.752913115213436,-0.222503316884313,268,-0.752913115213436
269,3,0.339715591150253,1.16862544446256,269,0.339715591150253
270,3,-0.0644593765853708,0.24120627023131,270,-0.0644593765853708
271,3,0.467062675999536,0.704915857346933,271,0.467062675999536
272,3,-1.03787732294436,-1.42041975026634,272,-1.03787732294436
273,3,-2.60853740343772,-0.454358110442125,273,-2.60853740343772
274,3,-0.543952798620509,-0.0292909889194702,274,-0.543952798620509
275,3,0.778041983303983,0.473061063789122,275,0.778041983303983
276,3,-0.91255504074976,-0.647570438406968,276,-0.91255504074976
277,3,0.113595130803864,0.627630926160996,277,0.113595130803864
278,3,1.37269076103642,0.859485719718807,278,1.37269076103642
279,3,-0.830283602373881,-0.493000576035093,279,-0.830283602373881
280,3,1.27096719135329,0.0866364078594356,280,1.27096719135329
281,3,-0.266002076126304,0.0479939422664668,281,-0.266002076126304
282,3,-0.917404556146856,-0.763497835185874,282,-0.917404556146856
283,3,1.51425901672735,0.666273391753965,283,1.51425901672735
284,3,1.53541542805613,0.473061063789121,284,1.53541542805613
285,3,-1.20669111772309,-1.03399509433665,285,-1.20669111772309
286,3,-0.492491259697544,-0.145218385698376,286,-0.492491259697544
287,3,0.446863356193206,0.047993942266467,287,0.446863356193206
288,3,-0.582877840779998,0.78220078853287,288,-0.582877840779998
289,3,-0.387815453738282,-1.03399509433665,289,-0.387815453738282
290,3,-1.04098591133583,-1.14992249111556,290,-1.04098591133583
291,3,-0.0274037581822122,0.318491201417247,291,-0.0274037581822122
292,3,0.00859887302075105,-0.0292909889194702,292,0.00859887302075105
293,3,0.765970721875448,0.163921339045373,293,0.765970721875448
294,3,-0.173335047782779,0.279848735824278,294,-0.173335047782779
295,3,1.46774369355127,0.434418598196153,295,1.46774369355127
296,3,1.66380610342212,1.01405558209068,296,1.66380610342212
297,3,1.42515133785188,0.550345994975059,297,1.42515133785188
298,3,-0.394012444025179,-0.0292909889194703,298,-0.394012444025179
299,3,-0.340949159813633,0.163921339045373,299,-0.340949159813633
300,3,0.549186022618782,0.318491201417247,300,0.549186022618782
301,4,-0.114947118413722,-0.956710163150717,301,-0.114947118413722
302,4,0.567859728195311,0.125278873452404,302,0.567859728195311
303,4,1.13793904396392,0.588988460568027,303,1.13793904396392
304,4,0.450588748795006,0.357133667010216,304,0.450588748795006
305,4,-0.160731537510514,0.00935147667349838,305,-0.160731537510514
306,4,-0.899813549358438,-0.686212903999936,306,-0.899813549358438
307,4,-0.423606601177268,-0.106575920105407,307,-0.423606601177268
308,4,0.100716911352865,0.743558322939902,308,0.100716911352865
309,4,0.132468130799473,-0.0292909889194703,309,0.132468130799473
310,4,-0.526445082109777,-0.840782766371811,310,-0.526445082109777
311,4,-1.83867860281782,-0.222503316884313,311,-1.83867860281782
312,4,-1.01317283442485,-0.0679334545124388,312,-1.01317283442485
313,4,0.272047077068523,0.550345994975059,313,0.272047077068523
314,4,0.117671949809869,0.975413116497713,314,0.117671949809869
315,4,-0.096711553115899,-0.87942523196478,315,-0.096711553115899
316,4,0.453971208092984,0.550345994975059,316,0.453971208092984
317,4,-0.38109364407475,0.00935147667349837,317,-0.38109364407475
318,4,0.432989012493401,0.78220078853287,318,0.432989012493401
319,4,-0.00280086177364,0.125278873452404,319,-0.00280086177364
320,4,1.63325914276683,-0.493000576035093,320,1.63325914276683
321,4,1.09066537739813,0.936770650904745,321,1.09066537739813
322,4,0.482765745738726,-0.29978824807025,322,0.482765745738726
323,4,1.05797073704696,0.550345994975059,323,1.05797073704696
324,4,1.1583396977017,1.28455284124146,324,1.1583396977017
325,4,-1.37851372127597,-0.454358110442124,325,-1.37851372127597
326,4,-0.450231358744088,-0.377073179256188,326,-0.450231358744088
327,4,-0.0539929467167298,-0.261145782477282,327,-0.0539929467167298
328,4,-0.693538208648882,-1.03399509433665,328,-0.693538208648882
329,4,1.9100294814124,0.975413116497714,329,1.9100294814124
330,4,-0.0833449327665753,-0.415715644849156,330,-0.0833449327665753
331,4,-0.669171509278258,-1.42041975026634,331,-0.669171509278258
332,4,-0.657703756646223,-0.0679334545124389,332,-0.657703756646223
333,4,-1.28564058533407,-0.454358110442125,333,-1.28564058533407
334,4,-0.132915069426124,-0.222503316884313,334,-0.132915069426124
335,4,0.108853375171402,0.0866364078594355,335,0.108853375171402
336,4,-0.710272026086184,-0.840782766371811,336,-0.710272026086184
337,4,-0.338556070059975,-0.608927972813999,337,-0.338556070059975
338,4,0.912662654038804,0.0866364078594354,338,0.912662654038804
339,4,0.355778612194816,0.279848735824279,339,0.355778612194816
340,4,-1.02968563927286,-1.07263755992962,340,-1.02968563927286
341,4,0.609695786829775,0.202563804638341,341,0.609695786829775
342,4,-0.861808598398848,-0.338430713663219,342,-0.861808598398848
343,4,0.527306221168488,0.51170352938209,343,0.527306221168488
344,4,-1.68544108992345,-0.608927972814,344,-1.68544108992345
345,4,-0.80558492542216,-0.183860851291345,345,-0.80558492542216
346,4,-1.77242460536665,-0.415715644849156,346,-1.77242460536665
347,4,-0.0597678161591024,-0.415715644849156,347,-0.0597678161591024
348,4,0.299714491711265,-0.222503316884313,348,0.299714491711265
349,4,-2.34322132900989,-1.49770468145228,349,-2.34322132900989
350,4,0.170306271129456,-0.377073179256188,350,0.170306271129456
351,4,0.892481883113177,-0.0679334545124387,351,0.892481883113177
352,4,0.213498246645666,-0.0679334545124389,352,0.213498246645666
353,4,0.37080581923686,0.473061063789122,353,0.37080581923686
354,4,0.0464644902812053,-1.18856495670853,354,0.0464644902812053
355,4,-1.61000371860551,-1.30449235348743,355,-1.61000371860551
356,4,1.21893450254693,1.12998297886959,356,1.21893450254693
357,4,-0.0164334811895015,-0.29978824807025,357,-0.0164334811895015
358,4,0.302247616870669,-0.299788248070251,358,0.302247616870669
359,4,0.719261134657044,1.47776516920631,359,0.719261134657044
360,4,-1.76983679843953,-0.222503316884313,360,-1.76983679843953
361,4,1.89444997136665,1.09134051327662,361,1.89444997136665
362,4,0.519602375594387,0.318491201417247,362,0.519602375594387
363,4,-0.133830756996434,0.24120627023131,363,-0.133830756996434
364,4,-0.328201812568407,-0.0679334545124389,364,-0.328201812568407
365,4,-1.58077800693839,-0.338430713663219,365,-1.58077800693839
366,4,-0.951320761003456,-0.454358110442125,366,-0.951320761003456
367,4,-1.36077508611992,-0.570285507221031,367,-1.36077508611992
368,4,0.36894845445979,0.0479939422664671,368,0.36894845445979
369,4,-0.138447388741828,-0.454358110442125,369,-0.138447388741828
